Sale ID,Date,Item ID,Batch ID,Product Type,Species,Grade,Finish,Dominant Color,Color Count (#),Customer Type,Customer Name,Country,City,Channel,Lead Source,Price (CAD),Discount (CAD),Shipping (CAD),Taxes Collected (CAD),Payment Method,COA #,Shipped Date,Consignment? (Y/N),Consignment Owner,Export Permit (PDF link),length,width,weight,Channel_Type,Days_To_Ship,Jewelry Type,Metal Type
S-0529,2025-01-16,I-0529,B-2025-008,Fossil,Placenticeras meeki,AA,Polished,Green/Blue,2,Retail Collector,Z. Dubois,Canada,Edmonton,Online,Instagram,11727.27,0.0,60.0,586.36,Square,COA-000628,2025-09-27,N,,C:\Permits\EXP-0132.pdf,40.0,27.0,22.8,Wholesale,254,,
S-0530,2025-10-07,I-0530,B-2025-018,Fossil,Placenticeras meeki,A,Polished,Multicolor,1,Gallery,Opal & Onyx Gallery,France,Marseille,Wholesale,Trade Show,5500.0,0.0,75.0,0.0,Credit Card,COA-000629,2025-11-11,N,,C:\Permits\EXP-0147.pdf,24.0,10.0,20.6,Wholesale,35,,
S-0531,2025-09-04,I-0531,B-2025-012,Fossil,Placenticeras intercalare,A,Polished,Fiery Red,2,Gallery,Aurora Stones,Canada,Toronto,Partner,Google Ads,12882.0,0.0,1874.0,644.1,Credit Card,COA-000630,2025-09-29,Y,Ammolite Guild,C:\Permits\EXP-5317.pdf,35.6,20.2,20.2,Wholesale,25,,
S-0532,2025-09-15,I-0532,B-2025-013,Fossil,Placenticeras intercalare,A,Polished,Red/Orange,2,Gallery,Emerald & Stone,Malaysia,Johor Bahru,Online,Google Ads,26684.0,0.0,2456.0,0.0,EFT,COA-000631,2025-11-11,Y,Prairie Collectors Club,C:\Permits\EXP-9126.pdf,22.9,6.9,6.9,Wholesale,57,,
S-0533,2025-06-09,I-0533,B-2025-018,Fossil,Placenticeras intercalare,A,Stabilized,Green/Blue,2,Museum,Fossil Research Centre,Japan,Osaka,Wholesale,Referral,8000.0,0.0,1327.0,0.0,PayPal,COA-000632,2025-06-15,Y,Opal & Onyx Gallery,C:\Permits\EXP-3971.pdf,12.9,19.2,18.5,Wholesale,6,,
S-0534,2025-06-01,I-0534,B-2025-011,Fossil,Placenticeras intercalare,AAA,Polished,Golden Red,4,Gallery,Northern Lights Gallery,Japan,Osaka,Online,Outbound Call,14977.69,0.0,2586.0,0.0,Square,COA-000633,2025-06-04,N,,C:\Permits\EXP-1263.pdf,30.3,12.8,22.0,Wholesale,3,,
S-0535,2025-06-27,I-0535,B-2025-010,Fossil,Placenticeras intercalare,AAA,Polished,Multicolor,3,Museum,Natural History Museum,China,Shanghai,Partner,Facebook,30769.23,0.0,234.0,0.0,Square,COA-000634,2025-09-19,N,,C:\Permits\EXP-4690.pdf,18.1,18.6,8.2,Wholesale,84,,
S-0536,2025-06-12,I-0536,B-2025-011,Fossil,Placenticeras intercalare,AA,Polished,Fiery Red,2,Museum,Prairie Heritage Museum,France,Lyon,Wholesale,Referral,16211.82,938.0,1147.0,0.0,PayPal,COA-000635,2025-06-16,N,,C:\Permits\EXP-2604.pdf,33.2,27.8,12.4,Wholesale,4,,
S-0537,2025-02-02,I-0537,B-2025-017,Fossil,Placenticeras intercalare,B,Stabilized,Green/Blue,1,Museum,Natural History Museum,Canada,Toronto,Wholesale,Website,29548.0,0.0,822.0,1477.4,Wire,COA-000636,2025-10-29,N,,C:\Permits\EXP-5228.pdf,22.6,26.9,10.8,Wholesale,269,,
S-0538,2025-06-28,I-0538,B-2025-016,Fossil,Placenticeras intercalare,AAA,Polished,Green/Gold,5,Museum,Fossil Research Centre,Malaysia,Johor Bahru,Wholesale,Facebook,24704.62,0.0,1801.0,0.0,Credit Card,COA-000637,2025-07-02,Y,Opal & Onyx Gallery,C:\Permits\EXP-9259.pdf,26.4,23.8,21.8,Wholesale,4,,
S-0539,2025-04-11,I-0539,B-2025-019,Fossil,Placenticeras intercalare,B,Polished,Green/Blue,2,Museum,Natural History Museum,Malaysia,Johor Bahru,Partner,Trade Show,22734.67,897.0,753.0,0.0,EFT,COA-000638,2025-07-16,N,,C:\Permits\EXP-7612.pdf,14.8,30.7,7.5,Wholesale,96,,
S-0540,2025-09-25,I-0540,B-2025-015,Fossil,Placenticeras intercalare,AAA,Polished,Sunset (R/O/G),4,Retail Collector,L. Chen,Japan,Osaka,Retail,Outbound Call,27269.23,0.0,1288.0,0.0,Wire,COA-000639,2025-10-01,N,,C:\Permits\EXP-6291.pdf,30.1,16.7,9.5,Wholesale,6,,
S-0541,2025-03-06,I-0541,B-2025-016,Fossil,Placenticeras intercalare,AA,Stabilized,Teal/Blue,3,Retail Collector,N. Patel,South Korea,Busan,Online,Outbound Call,8516.36,0.0,2991.0,0.0,PayPal,COA-000640,2025-07-03,N,,C:\Permits\EXP-6569.pdf,41.7,31.1,19.0,Wholesale,119,,
S-0542,2025-06-17,I-0542,B-2025-015,Fossil,Placenticeras intercalare,A,Stabilized,Rainbow,1,Museum,Prairie Heritage Museum,South Korea,Busan,Wholesale,Website,26759.0,0.0,2899.0,0.0,PayPal,COA-000641,2025-06-18,N,,C:\Permits\EXP-5742.pdf,33.5,19.3,21.9,Wholesale,1,,
S-0543,2025-02-12,I-0543,B-2025-012,Fossil,Placenticeras intercalare,B,Stabilized,Green/Blue,1,Retail Collector,O. Berg,Japan,Osaka,Retail,Facebook,26516.0,0.0,1876.0,0.0,EFT,COA-000642,2025-02-15,N,,C:\Permits\EXP-9457.pdf,39.3,9.1,24.1,Wholesale,3,,
S-0544,2025-02-13,I-0544,B-2025-016,Fossil,Placenticeras intercalare,AA,Stabilized,Fiery Red,3,Retail Collector,D. Park,United States,Denver,Online,Google Ads,13511.82,0.0,1990.0,0.0,Credit Card,COA-000643,2025-09-26,N,,C:\Permits\EXP-4643.pdf,39.0,31.7,15.9,Wholesale,225,,
S-0545,2025-10-12,I-0545,B-2025-011,Fossil,Placenticeras intercalare,AA,Polished,Green/Blue,4,Retail Collector,D. Park,Japan,Osaka,Online,Website,22606.36,0.0,264.0,0.0,Square,COA-000644,2025-10-21,N,,C:\Permits\EXP-5754.pdf,15.0,26.7,11.9,Wholesale,9,,
S-0546,2025-01-12,I-0546,B-2025-010,Fossil,Placenticeras intercalare,AA,Polished,Peacock,3,Gallery,Aurora Stones,Malaysia,Johor Bahru,Partner,Outbound Call,9609.09,0.0,695.0,0.0,PayPal,COA-000645,2025-01-15,N,,C:\Permits\EXP-4530.pdf,33.2,18.2,20.5,Wholesale,3,,
S-0547,2025-04-05,I-0547,B-2025-016,Fossil,Placenticeras intercalare,AAA,Stabilized,Blue/Green,4,Retail Collector,W. Garcia,France,Lyon,Retail,Facebook,21910.0,0.0,822.0,0.0,EFT,COA-000646,2025-06-03,N,,C:\Permits\EXP-2258.pdf,19.0,14.2,11.5,Wholesale,59,,
S-0548,2025-10-29,I-0548,B-2025-015,Fossil,Placenticeras intercalare,A,Polished,Green/Blue,1,Retail Collector,O. Berg,Japan,Osaka,Retail,Trade Show,9559.0,0.0,2843.0,0.0,Square,COA-000647,2025-11-01,Y,Emerald & Stone,C:\Permits\EXP-2801.pdf,8.8,7.9,6.6,Wholesale,3,,
S-0549,2025-09-10,I-0549,B-2025-013,Fossil,Placenticeras intercalare,A,Stabilized,Blue/Green,2,Retail Collector,C. Johnson,South Korea,Busan,Retail,Outbound Call,12074.0,0.0,1537.0,0.0,PayPal,COA-000648,2025-09-12,N,,C:\Permits\EXP-5477.pdf,30.5,29.9,22.8,Wholesale,2,,
S-0550,2025-08-30,I-0550,B-2025-019,Fossil,Placenticeras intercalare,B,Stabilized,Purple/Red,1,Museum,Fossil Research Centre,Hong Kong,Hong Kong,Partner,Outbound Call,29458.67,0.0,1340.0,0.0,Credit Card,COA-000649,2025-09-03,Y,148 Rockhounds,C:\Permits\EXP-4435.pdf,9.4,24.3,16.1,Wholesale,4,,
S-0551,2025-02-04,I-0551,B-2025-019,Fossil,Placenticeras intercalare,AA,Stabilized,Red/Orange,4,Gallery,Northern Lights Gallery,Japan,Osaka,Wholesale,Google Ads,34730.0,0.0,2459.0,0.0,PayPal,COA-000650,2025-04-04,Y,Pacific Gem Arts,C:\Permits\EXP-3393.pdf,14.8,6.3,23.4,Wholesale,59,,
S-0552,2025-08-03,I-0552,B-2025-014,Fossil,Placenticeras intercalare,AAA,Polished,Rainbow,5,Museum,Prairie Heritage Museum,China,Shanghai,Online,Trade Show,22932.31,0.0,2849.0,0.0,EFT,COA-000651,2025-11-11,N,,C:\Permits\EXP-3532.pdf,35.8,12.0,20.9,Wholesale,100,,
S-0553,2025-03-31,I-0553,B-2025-019,Fossil,Placenticeras intercalare,AA,Polished,Green/Gold,4,Retail Collector,J. Martin,France,Lyon,Show,Outbound Call,19775.45,0.0,839.0,0.0,EFT,COA-000652,2025-05-15,Y,Opal & Onyx Gallery,C:\Permits\EXP-5557.pdf,27.8,26.6,21.8,Wholesale,45,,
S-0554,2025-09-21,I-0554,B-2025-015,Fossil,Placenticeras intercalare,AA,Stabilized,Purple/Red,2,Museum,Natural History Museum,China,Shanghai,Online,Facebook,15958.18,0.0,1543.0,0.0,PayPal,COA-000653,2025-11-11,Y,Emerald & Stone,C:\Permits\EXP-6800.pdf,22.6,27.4,18.7,Wholesale,51,,
S-0555,2025-04-03,I-0555,B-2025-010,Fossil,Placenticeras intercalare,A,Polished,Blue/Green,2,Retail Collector,J. Martin,Hong Kong,Hong Kong,Online,Instagram,17149.0,0.0,581.0,0.0,Square,COA-000654,2025-04-04,N,,C:\Permits\EXP-6181.pdf,34.8,30.0,22.8,Wholesale,1,,
S-0556,2025-03-31,I-0556,B-2025-017,Fossil,Placenticeras intercalare,AAA,Stabilized,Fiery Red,5,Gallery,Aurora Stones,China,Shanghai,Wholesale,Trade Show,24389.23,0.0,635.0,0.0,Cheque,COA-000655,2025-07-21,Y,Pacific Gem Arts,C:\Permits\EXP-7755.pdf,40.5,27.5,24.6,Wholesale,112,,
S-0557,2025-04-25,I-0557,B-2025-014,Fossil,Placenticeras intercalare,B,Polished,Rainbow,1,Museum,Natural History Museum,Japan,Osaka,Wholesale,Website,10666.67,0.0,2712.0,0.0,Cheque,COA-000656,2025-11-11,Y,Opal & Onyx Gallery,C:\Permits\EXP-6451.pdf,12.4,6.8,20.8,Wholesale,200,,
S-0558,2025-04-15,I-0558,B-2025-012,Fossil,Placenticeras intercalare,AAA,Polished,Rainbow,3,Retail Collector,T. Singh,Canada,Toronto,Retail,Instagram,20435.38,0.0,2749.0,1021.77,EFT,COA-000657,2025-04-20,N,,C:\Permits\EXP-8678.pdf,28.9,13.0,11.4,Wholesale,5,,
S-0559,2025-07-15,I-0559,B-2025-010,Fossil,Placenticeras intercalare,B,Stabilized,Green/Gold,1,Gallery,Northern Lights Gallery,United States,Denver,Partner,Trade Show,14918.67,0.0,2581.0,0.0,Credit Card,COA-000658,2025-07-22,Y,Emerald & Stone,C:\Permits\EXP-4188.pdf,41.1,26.9,10.4,Wholesale,7,,
S-0560,2025-11-10,I-0560,B-2025-019,Fossil,Placenticeras intercalare,AA,Polished,Teal/Blue,3,Retail Collector,C. Johnson,Malaysia,Johor Bahru,Retail,Outbound Call,31630.91,0.0,2660.0,0.0,EFT,COA-000659,2025-11-17,N,,C:\Permits\EXP-4109.pdf,11.8,23.7,22.2,Wholesale,7,,
S-0561,2025-04-24,I-0561,B-2025-018,Fossil,Placenticeras intercalare,AA,Stabilized,Blue/Green,4,Gallery,Aurora Stones,Japan,Osaka,Online,Facebook,9901.82,0.0,1293.0,0.0,Credit Card,COA-000660,2025-11-07,Y,Opal & Onyx Gallery,C:\Permits\EXP-8965.pdf,8.8,19.9,8.9,Wholesale,197,,
S-0562,2025-03-16,I-0562,B-2025-018,Fossil,Placenticeras intercalare,AAA,Polished,Golden Red,3,Retail Collector,N. Patel,Malaysia,Johor Bahru,Online,Website,24130.77,0.0,1297.0,0.0,PayPal,COA-000661,2025-11-11,Y,Prairie Heritage Museum,C:\Permits\EXP-5606.pdf,39.3,30.0,6.9,Wholesale,240,,
S-0563,2025-08-05,I-0563,B-2025-013,Fossil,Placenticeras intercalare,AA,Polished,Rainbow,4,Retail Collector,L. Chen,Malaysia,Johor Bahru,Online,Instagram,35120.91,0.0,2988.0,0.0,Credit Card,COA-000662,2025-08-09,Y,Prairie Heritage Museum,C:\Permits\EXP-7569.pdf,8.6,17.3,15.4,Wholesale,4,,
S-0564,2025-10-04,I-0564,B-2025-019,Fossil,Placenticeras intercalare,AAA,Polished,Purple/Red,5,Gallery,Emerald & Stone,France,Lyon,Wholesale,Outbound Call,22657.69,0.0,282.0,0.0,EFT,COA-000663,2025-10-10,Y,148 Rockhounds,C:\Permits\EXP-5000.pdf,20.7,20.5,24.5,Wholesale,6,,
S-0565,2025-09-06,I-0565,B-2025-017,Fossil,Placenticeras intercalare,B,Polished,Golden Red,2,Gallery,Aurora Stones,Malaysia,Johor Bahru,Online,Website,22976.0,906.0,1233.0,0.0,PayPal,COA-000664,2025-09-09,N,,C:\Permits\EXP-7833.pdf,15.7,22.6,11.9,Wholesale,3,,
S-0566,2025-06-13,I-0566,B-2025-016,Fossil,Placenticeras intercalare,A,Polished,Sunset (R/O/G),2,Retail Collector,D. Park,Japan,Osaka,Show,Outbound Call,29323.0,0.0,1851.0,0.0,Square,COA-000665,2025-06-13,N,,C:\Permits\EXP-2424.pdf,30.7,29.1,9.2,Wholesale,0,,
S-0567,2025-07-11,I-0567,B-2025-015,Fossil,Placenticeras intercalare,A,Polished,Green/Blue,2,Retail Collector,O. Berg,China,Shanghai,Online,Outbound Call,17722.0,0.0,1234.0,0.0,PayPal,COA-000666,2025-11-11,N,,C:\Permits\EXP-1450.pdf,30.5,29.3,9.1,Wholesale,123,,
S-0568,2025-08-15,I-0568,B-2025-016,Fossil,Placenticeras intercalare,AAA,Polished,Peacock,3,Retail Collector,J. Martin,Canada,Toronto,Show,Google Ads,10149.23,0.0,1253.0,507.46,Wire,COA-000667,2025-11-11,Y,Pacific Gem Arts,C:\Permits\EXP-9565.pdf,21.3,6.2,23.0,Wholesale,88,,
S-0569,2025-06-26,I-0569,B-2025-018,Fossil,Placenticeras intercalare,A,Polished,Peacock,2,Gallery,Northern Lights Gallery,United States,Denver,Online,Website,23161.0,0.0,1380.0,0.0,Credit Card,COA-000668,2025-08-26,N,,C:\Permits\EXP-3895.pdf,39.5,12.1,7.1,Wholesale,61,,
S-0570,2025-04-09,I-0570,B-2025-016,Fossil,Placenticeras intercalare,AAA,Stabilized,Green/Gold,3,Museum,Natural History Museum,Canada,Toronto,Wholesale,Trade Show,11894.62,0.0,1545.0,594.73,Cheque,COA-000669,2025-11-11,N,,C:\Permits\EXP-7385.pdf,33.8,11.6,23.6,Wholesale,216,,
S-0571,2025-02-05,I-0571,B-2025-019,Fossil,Placenticeras intercalare,A,Polished,Teal/Blue,1,Retail Collector,S. Yamada,Malaysia,Johor Bahru,Online,Website,26466.0,0.0,531.0,0.0,Credit Card,COA-000670,2025-09-04,N,,C:\Permits\EXP-7705.pdf,20.6,27.0,21.3,Wholesale,211,,
S-0572,2025-04-06,I-0572,B-2025-011,Fossil,Placenticeras intercalare,AA,Polished,Golden Red,2,Retail Collector,E. Rossi,France,Lyon,Online,Instagram,27148.18,0.0,1984.0,0.0,Cheque,COA-000671,2025-04-06,N,,C:\Permits\EXP-3044.pdf,13.5,18.7,14.0,Wholesale,0,,
S-0573,2025-06-01,I-0573,B-2025-011,Fossil,Placenticeras intercalare,A,Polished,Red/Orange,1,Museum,Natural History Museum,Hong Kong,Hong Kong,Wholesale,Instagram,19149.0,0.0,1154.0,0.0,Credit Card,COA-000672,2025-06-02,N,,C:\Permits\EXP-5955.pdf,30.8,16.4,9.2,Wholesale,1,,
S-0574,2025-05-31,I-0574,B-2025-019,Fossil,Placenticeras intercalare,AA,Stabilized,Rainbow,2,Retail Collector,S. Yamada,China,Shanghai,Show,Google Ads,15020.91,0.0,2998.0,0.0,Square,COA-000673,2025-06-01,N,,C:\Permits\EXP-7204.pdf,24.8,9.0,13.4,Wholesale,1,,
S-0575,2025-07-09,I-0575,B-2025-017,Fossil,Placenticeras intercalare,AAA,Polished,Green/Gold,4,Retail Collector,L. Chen,Canada,Toronto,Show,Outbound Call,16643.85,0.0,2367.0,832.19,Wire,COA-000674,2025-09-27,N,,C:\Permits\EXP-6135.pdf,19.7,30.3,6.2,Wholesale,80,,
S-0576,2025-08-12,I-0576,B-2025-019,Fossil,Placenticeras intercalare,A,Stabilized,Blue/Green,2,Retail Collector,N. Patel,South Korea,Busan,Online,Trade Show,14906.0,0.0,2549.0,0.0,Credit Card,COA-000675,2025-09-07,Y,Prairie Heritage Museum,C:\Permits\EXP-9534.pdf,29.6,25.3,19.8,Wholesale,26,,
S-0577,2025-02-06,I-0577,B-2025-014,Fossil,Placenticeras intercalare,AAA,Polished,Green/Blue,5,Gallery,Northern Lights Gallery,South Korea,Busan,Wholesale,Website,30769.23,0.0,1186.0,0.0,EFT,COA-000676,2025-02-09,Y,Emerald & Stone,C:\Permits\EXP-1044.pdf,32.6,24.1,14.9,Wholesale,3,,
S-0578,2025-09-25,I-0578,B-2025-011,Fossil,Placenticeras intercalare,AA,Stabilized,Sunset (R/O/G),2,Retail Collector,W. Garcia,France,Lyon,Retail,Website,8971.82,0.0,2364.0,0.0,PayPal,COA-000677,2025-09-28,N,,C:\Permits\EXP-1545.pdf,13.6,22.7,15.4,Wholesale,3,,
S-0579,2025-07-02,I-0579,B-2025-016,Fossil,Placenticeras intercalare,A,Stabilized,Peacock,2,Gallery,Pacific Gem Arts,United States,Denver,Wholesale,Outbound Call,12840.0,0.0,1499.0,0.0,EFT,COA-000678,2025-07-04,N,,C:\Permits\EXP-7017.pdf,31.1,10.3,18.0,Wholesale,2,,
S-0580,2025-01-13,I-0580,B-2025-014,Fossil,Placenticeras intercalare,AAA,Stabilized,Rainbow,5,Gallery,Northern Lights Gallery,Malaysia,Johor Bahru,Wholesale,Instagram,27884.62,1907.0,2624.0,0.0,Cheque,COA-000679,2025-11-11,Y,Northern Lights Gallery,C:\Permits\EXP-4797.pdf,18.5,8.3,10.7,Wholesale,302,,
S-0581,2025-10-06,I-0581,B-2025-017,Fossil,Placenticeras intercalare,AAA,Polished,Purple/Red,4,Gallery,Pacific Gem Arts,France,Lyon,Partner,Trade Show,16441.54,0.0,850.0,0.0,PayPal,COA-000680,2025-10-10,Y,Emerald & Stone,C:\Permits\EXP-6466.pdf,35.8,23.4,13.4,Wholesale,4,,
S-0582,2025-08-05,I-0582,B-2025-018,Fossil,Placenticeras intercalare,B,Polished,Green/Blue,1,Museum,Prairie Heritage Museum,Malaysia,Johor Bahru,Online,Facebook,12608.0,0.0,2632.0,0.0,Cheque,COA-000681,2025-10-23,Y,Opal & Onyx Gallery,C:\Permits\EXP-8929.pdf,16.5,31.3,16.8,Wholesale,79,,
S-0583,2025-10-13,I-0583,B-2025-016,Fossil,Placenticeras intercalare,AA,Polished,Red/Orange,4,Museum,Prairie Heritage Museum,Japan,Osaka,Wholesale,Trade Show,33355.45,0.0,318.0,0.0,Wire,COA-000682,2025-10-15,Y,148 Rockhounds,C:\Permits\EXP-8848.pdf,20.6,27.5,14.3,Wholesale,2,,
S-0584,2025-09-30,I-0584,B-2025-013,Fossil,Placenticeras intercalare,A,Stabilized,Golden Red,1,Museum,Natural History Museum,China,Shanghai,Partner,Google Ads,14733.0,0.0,2738.0,0.0,Cheque,COA-000683,2025-10-06,Y,Ammolite Guild,C:\Permits\EXP-5134.pdf,33.0,14.7,6.7,Wholesale,6,,
S-0585,2025-03-03,I-0585,B-2025-015,Fossil,Placenticeras intercalare,A,Polished,Red/Orange,1,Gallery,Northern Lights Gallery,France,Lyon,Online,Instagram,14484.0,0.0,2653.0,0.0,Wire,COA-000684,2025-06-15,N,,C:\Permits\EXP-8494.pdf,12.7,23.1,18.3,Wholesale,104,,
S-0586,2025-03-25,I-0586,B-2025-011,Fossil,Placenticeras intercalare,B,Polished,Sunset (R/O/G),2,Retail Collector,R. Brown,Malaysia,Johor Bahru,Online,Referral,16152.0,0.0,956.0,0.0,PayPal,COA-000685,2025-10-13,Y,Ammolite Guild,C:\Permits\EXP-8801.pdf,10.0,14.4,21.8,Wholesale,202,,
S-0587,2025-08-05,I-0587,B-2025-016,Fossil,Placenticeras intercalare,AA,Stabilized,Purple/Red,2,Retail Collector,O. Berg,Canada,Toronto,Show,Website,21188.18,0.0,2530.0,1059.41,Wire,COA-000686,2025-08-12,N,,C:\Permits\EXP-8317.pdf,40.0,30.5,9.8,Wholesale,7,,
S-0588,2025-07-06,I-0588,B-2025-010,Fossil,Placenticeras intercalare,AAA,Stabilized,Teal/Blue,4,Museum,Natural History Museum,South Korea,Busan,Online,Website,25488.46,0.0,361.0,0.0,EFT,COA-000687,2025-07-11,N,,C:\Permits\EXP-3866.pdf,36.9,11.6,17.0,Wholesale,5,,
S-0589,2025-01-19,I-0589,B-2025-018,Fossil,Placenticeras intercalare,B,Polished,Sunset (R/O/G),2,Gallery,Opal & Onyx Gallery,China,Shanghai,Wholesale,Instagram,22176.0,875.0,306.0,0.0,Wire,COA-000688,2025-05-01,N,,C:\Permits\EXP-6132.pdf,25.2,13.3,15.1,Wholesale,102,,
S-0590,2025-06-26,I-0590,B-2025-016,Fossil,Placenticeras intercalare,AA,Stabilized,Sunset (R/O/G),4,Museum,Natural History Museum,South Korea,Busan,Online,Trade Show,21350.91,1236.0,2126.0,0.0,Square,COA-000689,2025-08-25,Y,Ammolite Guild,C:\Permits\EXP-3859.pdf,28.2,21.1,19.7,Wholesale,60,,
S-0591,2025-04-10,I-0591,B-2025-014,Fossil,Placenticeras intercalare,AA,Polished,Golden Red,4,Gallery,Northern Lights Gallery,China,Shanghai,Wholesale,Google Ads,12228.18,0.0,2714.0,0.0,Square,COA-000690,2025-11-11,N,,C:\Permits\EXP-7155.pdf,12.1,25.1,16.6,Wholesale,215,,
S-0592,2025-08-21,I-0592,B-2025-014,Fossil,Placenticeras intercalare,A,Stabilized,Multicolor,2,Museum,Prairie Heritage Museum,Canada,Toronto,Wholesale,Google Ads,8000.0,0.0,1954.0,400.0,Square,COA-000691,2025-10-30,Y,Emerald & Stone,C:\Permits\EXP-1690.pdf,12.6,19.7,6.0,Wholesale,70,,
S-0593,2025-03-17,I-0593,B-2025-015,Fossil,Placenticeras intercalare,B,Stabilized,Fiery Red,2,Gallery,Emerald & Stone,Malaysia,Johor Bahru,Wholesale,Referral,28482.67,0.0,1166.0,0.0,PayPal,COA-000692,2025-04-07,N,,C:\Permits\EXP-3656.pdf,40.2,16.4,18.4,Wholesale,21,,
S-0594,2025-09-22,I-0594,B-2025-012,Fossil,Placenticeras intercalare,B,Polished,Multicolor,1,Gallery,Opal & Onyx Gallery,France,Lyon,Wholesale,Google Ads,11716.0,462.0,825.0,0.0,Wire,COA-000693,2025-09-25,Y,Northern Lights Gallery,C:\Permits\EXP-8626.pdf,36.4,9.9,7.6,Wholesale,3,,
S-0595,2025-10-11,I-0595,B-2025-015,Fossil,Placenticeras intercalare,B,Polished,Golden Red,2,Retail Collector,R. Brown,Malaysia,Johor Bahru,Show,Instagram,14856.0,0.0,972.0,0.0,EFT,COA-000694,2025-10-29,N,,C:\Permits\EXP-8023.pdf,32.9,21.6,17.3,Wholesale,18,,
S-0596,2025-07-25,I-0596,B-2025-014,Fossil,Placenticeras intercalare,A,Polished,Purple/Red,1,Gallery,Aurora Stones,France,Lyon,Partner,Website,18381.0,0.0,2992.0,0.0,Cheque,COA-000695,2025-08-01,N,,C:\Permits\EXP-2138.pdf,12.2,19.6,24.0,Wholesale,7,,
S-0597,2025-08-11,I-0597,B-2025-019,Fossil,Placenticeras intercalare,A,Polished,Green/Blue,1,Gallery,Pacific Gem Arts,Malaysia,Johor Bahru,Wholesale,Trade Show,33622.0,0.0,2011.0,0.0,Square,COA-000696,2025-08-14,Y,Ammolite Guild,C:\Permits\EXP-2820.pdf,38.5,6.7,11.2,Wholesale,3,,
S-0598,2025-02-21,I-0598,B-2025-013,Fossil,Placenticeras intercalare,B,Polished,Purple/Red,1,Retail Collector,L. Chen,France,Lyon,Online,Outbound Call,16460.0,0.0,2199.0,0.0,Cheque,COA-000697,2025-11-11,Y,Northern Lights Gallery,C:\Permits\EXP-5893.pdf,35.7,20.5,24.3,Wholesale,263,,
S-0599,2025-05-24,I-0599,B-2025-015,Fossil,Placenticeras intercalare,AAA,Polished,Red/Orange,3,Museum,Fossil Research Centre,United States,Denver,Partner,Website,29856.15,0.0,2490.0,0.0,EFT,COA-000698,2025-10-01,N,,C:\Permits\EXP-5096.pdf,20.6,25.9,15.2,Wholesale,130,,
S-0600,2025-03-10,I-0600,B-2025-017,Fossil,Placenticeras intercalare,B,Stabilized,Green/Gold,2,Gallery,Emerald & Stone,Malaysia,Johor Bahru,Online,Website,37066.67,0.0,877.0,0.0,Wire,COA-000699,2025-03-12,Y,Prairie Collectors Club,C:\Permits\EXP-7507.pdf,29.5,27.1,22.2,Wholesale,2,,
S-0601,2025-04-09,I-0601,B-2025-011,Fossil,Placenticeras intercalare,B,Stabilized,Teal/Blue,2,Museum,Fossil Research Centre,China,Shanghai,Wholesale,Instagram,22158.67,874.0,2834.0,0.0,Cheque,COA-000700,2025-08-12,N,,C:\Permits\EXP-5998.pdf,31.1,24.0,24.4,Wholesale,125,,
S-0602,2025-01-25,I-0602,B-2025-012,Fossil,Placenticeras intercalare,AA,Polished,Golden Red,3,Retail Collector,O. Berg,Canada,Toronto,Online,Website,33562.73,1943.0,1455.0,1580.99,Wire,COA-000701,2025-02-01,Y,Prairie Heritage Museum,C:\Permits\EXP-7629.pdf,21.8,28.4,16.2,Wholesale,7,,
S-0603,2025-02-22,I-0603,B-2025-015,Fossil,Placenticeras intercalare,A,Polished,Peacock,1,Retail Collector,E. Rossi,United States,Denver,Retail,Website,27363.0,0.0,2556.0,0.0,Cheque,COA-000702,2025-07-01,N,,C:\Permits\EXP-6386.pdf,21.3,22.2,5.2,Wholesale,129,,
S-0604,2025-05-31,I-0604,B-2025-014,Fossil,Placenticeras intercalare,AAA,Stabilized,Teal/Blue,4,Gallery,Northern Lights Gallery,Japan,Osaka,Online,Outbound Call,30769.23,0.0,296.0,0.0,EFT,COA-000703,2025-08-19,N,,C:\Permits\EXP-3915.pdf,22.1,7.0,22.3,Wholesale,80,,
S-0605,2025-05-24,I-0605,B-2025-018,Fossil,Placenticeras intercalare,AA,Polished,Sunset (R/O/G),4,Gallery,Emerald & Stone,Japan,Osaka,Online,Outbound Call,32606.36,0.0,2107.0,0.0,EFT,COA-000704,2025-11-11,N,,C:\Permits\EXP-7087.pdf,26.1,11.9,14.9,Wholesale,171,,
S-0606,2025-02-26,I-0606,B-2025-010,Fossil,Placenticeras intercalare,AA,Stabilized,Golden Red,4,Retail Collector,C. Johnson,Japan,Osaka,Show,Outbound Call,16300.91,0.0,2733.0,0.0,Credit Card,COA-000705,2025-10-23,Y,Prairie Heritage Museum,C:\Permits\EXP-9856.pdf,17.1,16.5,6.7,Wholesale,239,,
S-0607,2025-02-08,I-0607,B-2025-010,Fossil,Placenticeras intercalare,AAA,Stabilized,Rainbow,5,Gallery,Northern Lights Gallery,Hong Kong,Hong Kong,Partner,Trade Show,10825.38,0.0,2390.0,0.0,Square,COA-000706,2025-10-21,N,,C:\Permits\EXP-1395.pdf,20.7,7.6,10.7,Wholesale,255,,
S-0608,2025-04-19,I-0608,B-2025-018,Fossil,Placenticeras intercalare,AA,Stabilized,Teal/Blue,4,Museum,Fossil Research Centre,Japan,Osaka,Wholesale,Instagram,9858.18,0.0,535.0,0.0,PayPal,COA-000707,2025-07-08,Y,Northern Lights Gallery,C:\Permits\EXP-9631.pdf,16.9,9.5,6.4,Wholesale,80,,
